date,year,month,day,time,season,time_period,borough,location_type,event_type,category,attendance,kids_friendly,senior_friendly,adults_only
2021-06-12,2021,Jun,12,00:00:00,Summer,Midnight,Bronx,Other,Community Based Event,Mobile Unit,65,TRUE,TRUE,FALSE
2021-06-17,2021,Jun,17,15:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,45,TRUE,TRUE,FALSE
2021-06-24,2021,Jun,24,13:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,126,TRUE,TRUE,FALSE
2021-06-26,2021,Jun,26,20:00:00,Summer,Night,Manhattan,Other,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-06-11,2021,Jun,11,20:00:00,Summer,Night,Manhattan,Other,Community Based Event,Mobile Unit,188,TRUE,TRUE,FALSE
2021-07-17,2021,Jul,17,20:00:00,Summer,Night,Queens,Other,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-29,2021,Jul,29,21:00:00,Summer,Night,Bronx,Other,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-07-29,2021,Jul,29,21:00:00,Summer,Night,Manhattan,Other,Community Based Event,Mobile Unit,125,TRUE,TRUE,FALSE
2021-07-30,2021,Jul,30,00:00:00,Summer,Midnight,Staten Island,Other,Community Based Event,Mobile Unit,25,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,13:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,170,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,14:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Arts/Culture,300,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,11:00:00,Summer,Morning,Bronx,Other,Community Based Event,Mobile Unit,40,TRUE,TRUE,FALSE
2021-08-06,2021,Aug,6,21:00:00,Summer,Night,Manhattan,Other,Community Based Event,Mobile Unit,75,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,21:00:00,Summer,Night,Bronx,Other,Community Based Event,Mobile Unit,160,TRUE,FALSE,FALSE
2021-08-21,2021,Aug,21,12:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,20:30:00,Summer,Night,Bronx,Other,Community Based Event,Mobile Unit,350,TRUE,FALSE,FALSE
2021-08-24,2021,Aug,24,15:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,12:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,85,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,11:00:00,Summer,Morning,Queens,Other,Community Based Event,Mobile Unit,11,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,11:00:00,Summer,Morning,Bronx,Other,Community Based Event,Mobile Unit,65,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,13:00:00,Fall,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,108,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,20:00:00,Summer,Night,Bronx,Other,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-09-11,2021,Sep,11,20:00:00,Fall,Night,Staten Island,Other,Community Based Event,Mobile Unit,15,TRUE,TRUE,FALSE
2021-09-18,2021,Sep,18,11:00:00,Fall,Morning,Manhattan,Other,Community Based Event,Nature,150,TRUE,TRUE,FALSE
2021-09-17,2021,Sep,17,19:00:00,Fall,Night,Queens,Other,Community Based Event,Mobile Unit,95,TRUE,TRUE,FALSE
2021-09-24,2021,Sep,24,15:00:00,Fall,Afternoon,Queens,Other,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-09-25,2021,Sep,25,10:00:00,Fall,Morning,Queens,Other,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-25,2021,Sep,25,19:00:00,Fall,Night,Queens,Other,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-10,2021,Aug,10,10:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,10:00:00,Fall,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-06-02,2021,Jun,2,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,19,TRUE,FALSE,FALSE
2021-06-04,2021,Jun,4,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,12,FALSE,FALSE,TRUE
2021-06-02,2021,Jun,2,03:00:00,Summer,Midnight,Bronx,Park,Agency Produced Event,Arts/Culture,16,TRUE,TRUE,FALSE
2021-06-09,2021,Jun,9,13:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,90,TRUE,TRUE,FALSE
2021-06-09,2021,Jun,9,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,12,TRUE,FALSE,FALSE
2021-06-05,2021,Jun,5,13:30:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,12,TRUE,TRUE,FALSE
2021-06-09,2021,Jun,9,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-06-11,2021,Jun,11,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,14,FALSE,FALSE,TRUE
2021-06-16,2021,Jun,16,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,16,TRUE,FALSE,FALSE
2021-06-16,2021,Jun,16,13:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,19,TRUE,TRUE,FALSE
2021-06-18,2021,Jun,18,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,FALSE,FALSE,TRUE
2021-06-16,2021,Jun,16,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,34,TRUE,TRUE,FALSE
2021-06-12,2021,Jun,12,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,340,FALSE,FALSE,TRUE
2021-06-17,2021,Jun,17,20:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,125,TRUE,TRUE,FALSE
2021-06-18,2021,Jun,18,20:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-06-19,2021,Jun,19,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,27,TRUE,TRUE,FALSE
2021-06-23,2021,Jun,23,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,11,TRUE,FALSE,FALSE
2021-06-23,2021,Jun,23,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,10,TRUE,TRUE,FALSE
2021-06-25,2021,Jun,25,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,9,FALSE,FALSE,TRUE
2021-06-18,2021,Jun,18,21:05:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,110,TRUE,FALSE,FALSE
2021-06-25,2021,Jun,25,20:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,78,TRUE,TRUE,FALSE
2021-06-30,2021,Jun,30,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-06-30,2021,Jun,30,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-06-29,2021,Jun,29,20:00:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,215,TRUE,TRUE,FALSE
2021-07-02,2021,Jul,2,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,13,FALSE,FALSE,TRUE
2021-07-03,2021,Jul,3,16:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,34,TRUE,TRUE,FALSE
2021-07-01,2021,Jul,1,16:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-02,2021,Jul,2,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-07,2021,Jul,7,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-07-07,2021,Jul,7,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,12,TRUE,TRUE,FALSE
2021-06-17,2021,Jun,17,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,50,FALSE,FALSE,TRUE
2021-06-12,2021,Jun,12,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,40,TRUE,TRUE,FALSE
2021-06-26,2021,Jun,26,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,200,TRUE,TRUE,FALSE
2021-06-24,2021,Jun,24,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,250,TRUE,TRUE,FALSE
2021-06-04,2021,Jun,4,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-06-19,2021,Jun,19,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-06-27,2021,Jun,27,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,90,TRUE,TRUE,FALSE
2021-06-30,2021,Jun,30,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-06-11,2021,Jun,11,18:00:00,Summer,Night,Staten Island,Park,Agency Produced Event,Arts/Culture,58,FALSE,FALSE,TRUE
2021-06-26,2021,Jun,26,11:00:00,Summer,Morning,Staten Island,Pool,Agency Produced Event,Mobile Unit,50,FALSE,FALSE,TRUE
2021-07-09,2021,Jul,9,10:00:00,Summer,Morning,Staten Island,Park,Agency Produced Event,Arts/Culture,25,FALSE,TRUE,FALSE
2021-07-08,2021,Jul,8,03:00:00,Summer,Midnight,Staten Island,Pool,Agency Produced Event,Arts/Culture,20,FALSE,FALSE,TRUE
2021-07-08,2021,Jul,8,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-06-25,2021,Jun,25,20:00:00,Summer,Night,Staten Island,Park,Agency Produced Event,Mobile Unit,39,TRUE,TRUE,FALSE
2021-07-09,2021,Jul,9,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,16,FALSE,FALSE,TRUE
2021-07-03,2021,Jul,3,11:00:00,Summer,Morning,Staten Island,Park,Agency Produced Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-06-26,2021,Jun,26,20:00:00,Summer,Night,Staten Island,Park,Agency Produced Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-07-03,2021,Jul,3,20:00:00,Summer,Night,Staten Island,Park,Agency Produced Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-03,2021,Jul,3,14:00:00,Summer,Afternoon,Staten Island,Park,Agency Produced Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-06,2021,Jul,6,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-07-02,2021,Jul,2,20:00:00,Summer,Night,Staten Island,Park,Agency Produced Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-01,2021,Jul,1,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-02,2021,Jul,2,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-07-02,2021,Jul,2,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-07-09,2021,Jul,9,17:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,82,TRUE,TRUE,FALSE
2021-07-07,2021,Jul,7,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,8,TRUE,TRUE,FALSE
2021-07-14,2021,Jul,14,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,6,TRUE,TRUE,FALSE
2021-07-14,2021,Jul,14,10:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-06-11,2021,Jun,11,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,300,TRUE,TRUE,FALSE
2021-07-10,2021,Jul,10,21:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,85,TRUE,TRUE,FALSE
2021-07-01,2021,Jul,1,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-06-11,2021,Jun,11,21:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,200,TRUE,TRUE,FALSE
2021-07-08,2021,Jul,8,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-07,2021,Jul,7,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-15,2021,Jul,15,12:00:00,Summer,Afternoon,Staten Island,Park,Agency Produced Event,Arts/Culture,20,TRUE,TRUE,FALSE
2021-07-15,2021,Jul,15,15:00:00,Summer,Afternoon,Brooklyn,Park,Agency Produced Event,Nature,15,TRUE,TRUE,FALSE
2021-07-09,2021,Jul,9,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-07-13,2021,Jul,13,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,40,TRUE,TRUE,FALSE
2021-06-12,2021,Jun,12,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,340,FALSE,FALSE,TRUE
2021-07-14,2021,Jul,14,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,90,TRUE,TRUE,FALSE
2021-07-10,2021,Jul,10,08:30:00,Summer,Morning,Brooklyn,Park,Community Based Event,Mobile Unit,250,TRUE,TRUE,FALSE
2021-07-11,2021,Jul,11,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,300,TRUE,TRUE,FALSE
2021-06-25,2021,Jun,25,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,210,TRUE,FALSE,FALSE
2021-06-26,2021,Jun,26,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,250,FALSE,FALSE,TRUE
2021-06-18,2021,Jun,18,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,110,TRUE,FALSE,FALSE
2021-06-28,2021,Jun,28,10:00:00,Summer,Morning,Queens,Park,Community Based Event,Performance,100,TRUE,TRUE,FALSE
2021-06-11,2021,Jun,11,18:00:00,Summer,Night,Queens,Park,Community Based Event,Arts/Culture,40,FALSE,FALSE,TRUE
2021-07-15,2021,Jul,15,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,230,TRUE,FALSE,FALSE
2021-07-16,2021,Jul,16,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,250,TRUE,FALSE,FALSE
2021-07-16,2021,Jul,16,18:00:00,Summer,Night,Staten Island,Park,Community Based Event,Arts/Culture,50,TRUE,FALSE,FALSE
2021-07-16,2021,Jul,16,11:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,FALSE,FALSE,TRUE
2021-07-15,2021,Jul,15,20:00:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,130,TRUE,TRUE,FALSE
2021-07-14,2021,Jul,14,20:00:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,175,TRUE,TRUE,FALSE
2021-07-10,2021,Jul,10,21:00:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,80,TRUE,TRUE,FALSE
2021-07-16,2021,Jul,16,21:00:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,145,TRUE,TRUE,FALSE
2021-07-09,2021,Jul,9,21:00:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,73,FALSE,FALSE,TRUE
2021-07-21,2021,Jul,21,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,5,TRUE,TRUE,FALSE
2021-07-21,2021,Jul,21,10:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,20,TRUE,FALSE,FALSE
2021-07-20,2021,Jul,20,10:00:00,Summer,Morning,Staten Island,Park,Community Based Event,Arts/Culture,23,TRUE,FALSE,FALSE
2021-07-16,2021,Jul,16,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,130,TRUE,TRUE,FALSE
2021-07-18,2021,Jul,18,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,180,TRUE,TRUE,FALSE
2021-07-15,2021,Jul,15,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,80,TRUE,TRUE,FALSE
2021-07-17,2021,Jul,17,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-07-19,2021,Jul,19,16:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Arts/Culture,45,TRUE,FALSE,FALSE
2021-07-13,2021,Jul,13,10:30:00,Summer,Morning,Bronx,Park,Community Based Event,Fitness,12,TRUE,FALSE,FALSE
2021-07-23,2021,Jul,23,10:30:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,15,FALSE,FALSE,TRUE
2021-07-06,2021,Jul,6,16:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Fitness,27,TRUE,FALSE,FALSE
2021-07-14,2021,Jul,14,16:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Family Festival,47,TRUE,FALSE,FALSE
2021-07-22,2021,Jul,22,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,80,TRUE,TRUE,FALSE
2021-07-20,2021,Jul,20,16:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Fitness,25,TRUE,FALSE,FALSE
2021-07-21,2021,Jul,21,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,140,TRUE,FALSE,FALSE
2021-07-24,2021,Jul,24,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-07-23,2021,Jul,23,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,120,TRUE,TRUE,FALSE
2021-07-24,2021,Jul,24,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,120,TRUE,FALSE,FALSE
2021-07-23,2021,Jul,23,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,122,TRUE,FALSE,FALSE
2021-07-22,2021,Jul,22,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,170,TRUE,FALSE,FALSE
2021-07-22,2021,Jul,22,18:00:00,Summer,Night,Manhattan,Park,Community Based Event,Arts/Culture,175,TRUE,TRUE,FALSE
2021-07-23,2021,Jul,23,20:00:00,Summer,Night,Manhattan,Playground,Community Based Event,Mobile Unit,15,TRUE,FALSE,FALSE
2021-06-14,2021,Jun,14,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-07-22,2021,Jul,22,20:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,185,TRUE,TRUE,FALSE
2021-07-24,2021,Jul,24,20:00:00,Summer,Night,Manhattan,Park,Community Based Event,Mobile Unit,200,TRUE,TRUE,FALSE
2021-07-17,2021,Jul,17,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,7,TRUE,TRUE,FALSE
2021-06-26,2021,Jun,26,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-07-27,2021,Jul,27,11:00:00,Summer,Morning,Bronx,Park,Local Event,KIM,150,TRUE,FALSE,FALSE
2021-07-22,2021,Jul,22,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,37,TRUE,TRUE,FALSE
2021-07-20,2021,Jul,20,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,10,TRUE,TRUE,FALSE
2021-07-22,2021,Jul,22,20:30:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,62,TRUE,TRUE,FALSE
2021-07-18,2021,Jul,18,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,150,TRUE,TRUE,FALSE
2021-07-26,2021,Jul,26,00:00:00,Summer,Midnight,Bronx,Park,Local Event,KIM,15,TRUE,FALSE,FALSE
2021-07-28,2021,Jul,28,10:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,13,TRUE,FALSE,FALSE
2021-07-25,2021,Jul,25,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-07-24,2021,Jul,24,20:45:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-07-27,2021,Jul,27,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-07-28,2021,Jul,28,15:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,10,TRUE,TRUE,FALSE
2021-07-27,2021,Jul,27,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,100,TRUE,FALSE,FALSE
2021-07-27,2021,Jul,27,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,95,TRUE,FALSE,FALSE
2021-07-30,2021,Jul,30,10:30:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,10,FALSE,FALSE,TRUE
2021-07-30,2021,Jul,30,11:00:00,Summer,Morning,Queens,Park,Local Event,Mobile Unit,25,TRUE,TRUE,FALSE
2021-07-30,2021,Jul,30,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,45,TRUE,FALSE,FALSE
2021-07-28,2021,Jul,28,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-07-31,2021,Jul,31,20:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,70,TRUE,TRUE,FALSE
2021-07-29,2021,Jul,29,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,0,FALSE,FALSE,TRUE
2021-07-30,2021,Jul,30,20:00:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,15,TRUE,TRUE,FALSE
2021-07-31,2021,Jul,31,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,135,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,15:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Family Festival,200,TRUE,FALSE,FALSE
2021-08-03,2021,Aug,3,16:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Family Festival,703,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,20:30:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,45,TRUE,TRUE,FALSE
2021-08-04,2021,Aug,4,14:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,11,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-04,2021,Aug,4,10:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,17,TRUE,FALSE,FALSE
2021-08-04,2021,Aug,4,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,11,TRUE,TRUE,FALSE
2021-08-06,2021,Aug,6,10:30:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,12,FALSE,FALSE,TRUE
2021-07-09,2021,Jul,9,09:00:00,Summer,Morning,Bronx,Park,Community Based Event,Mobile Unit,55,FALSE,FALSE,TRUE
2021-08-05,2021,Aug,5,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,185,TRUE,FALSE,FALSE
2021-08-06,2021,Aug,6,10:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,7,TRUE,TRUE,FALSE
2021-08-06,2021,Aug,6,12:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,16,TRUE,FALSE,FALSE
2021-08-06,2021,Aug,6,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,45,TRUE,FALSE,FALSE
2021-08-06,2021,Aug,6,20:30:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,145,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,20:30:00,Summer,Night,Queens,Park,Community Based Event,Mobile Unit,85,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,17:00:00,Summer,Afternoon,Queens,Park,Community Based Event,KIM,30,TRUE,FALSE,FALSE
2021-08-03,2021,Aug,3,17:00:00,Summer,Afternoon,Queens,Park,Community Based Event,KIM,200,TRUE,FALSE,FALSE
2021-07-30,2021,Jul,30,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Fitness,30,FALSE,FALSE,TRUE
2021-07-16,2021,Jul,16,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Fitness,25,FALSE,FALSE,TRUE
2021-07-23,2021,Jul,23,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Fitness,25,FALSE,FALSE,TRUE
2021-08-11,2021,Aug,11,10:00:00,Summer,Morning,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-08-07,2021,Aug,7,13:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,20,TRUE,TRUE,FALSE
2021-08-05,2021,Aug,5,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,80,FALSE,FALSE,TRUE
2021-08-03,2021,Aug,3,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,80,TRUE,TRUE,FALSE
2021-08-06,2021,Aug,6,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,20:30:00,Summer,Night,Brooklyn,Park,Community Based Event,Mobile Unit,250,TRUE,TRUE,FALSE
2021-08-03,2021,Aug,3,21:00:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-08-05,2021,Aug,5,20:30:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,20:30:00,Summer,Night,Staten Island,Park,Community Based Event,Mobile Unit,46,TRUE,TRUE,FALSE
2021-08-11,2021,Aug,11,11:00:00,Summer,Morning,Queens,Park,Community Based Event,Mobile Unit,8,TRUE,TRUE,FALSE
2021-08-11,2021,Aug,11,21:00:00,Summer,Night,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-08-07,2021,Aug,7,09:00:00,Summer,Morning,Staten Island,Park,Community Based Event,Family Festival,15,FALSE,FALSE,TRUE
2021-07-24,2021,Jul,24,10:00:00,Summer,Morning,Staten Island,Park,Community Based Event,Nature,25,FALSE,FALSE,TRUE
