date,year,month,day,time,season,time_period,borough,location_type,event_type,category,attendance,kids_friendly,senior_friendly,adults_only
2021-08-11,2021,Aug,11,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,8,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,13,TRUE,FALSE,FALSE
2021-08-12,2021,Aug,12,15:00:00,Summer,Afternoon,Queens,Playground,Community Based Event,Mobile Unit,17,TRUE,TRUE,FALSE
2021-08-11,2021,Aug,11,01:00:00,Summer,Midnight,Bronx,Playground,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,15:00:00,Summer,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,45,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,FALSE,FALSE
2021-08-07,2021,Aug,7,13:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Family Festival,15,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,13,TRUE,FALSE,FALSE
2021-07-24,2021,Jul,24,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Nature,25,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,14:00:00,Summer,Afternoon,Staten Island,Recreation Center,Community Based Event,Family Festival,550,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,19:00:00,Summer,Night,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-07-10,2021,Jul,10,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Nature,35,TRUE,TRUE,FALSE
2021-06-05,2021,Jun,5,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Nature,43,TRUE,TRUE,FALSE
2021-06-19,2021,Jun,19,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Nature,35,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,14:30:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,16,FALSE,FALSE,TRUE
2021-08-12,2021,Aug,12,00:15:00,Summer,Midnight,Brooklyn,Playground,Community Based Event,Mobile Unit,10,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,00:30:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,18:30:00,Summer,Night,Staten Island,Pool,Agency Produced Event,Nature,30,TRUE,TRUE,FALSE
2021-08-05,2021,Aug,5,19:00:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,8,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,15:00:00,Summer,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,19:05:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,62,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,34,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,19:00:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,25,TRUE,TRUE,FALSE
2021-08-16,2021,Aug,16,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,19,TRUE,TRUE,FALSE
2021-08-16,2021,Aug,16,18:30:00,Summer,Night,Staten Island,Pool,Agency Produced Event,Nature,12,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-15,2021,Aug,15,00:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,250,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,15:00:00,Summer,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,7,TRUE,TRUE,FALSE
2021-08-15,2021,Aug,15,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,23:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Arts/Culture,15,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,23:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,300,FALSE,FALSE,TRUE
2021-08-13,2021,Aug,13,00:30:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,145,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,12,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,92,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,15:00:00,Summer,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-16,2021,Aug,16,19:00:00,Summer,Night,Manhattan,Playground,Community Based Event,Arts/Culture,3,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,19:00:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,11,TRUE,FALSE,FALSE
2021-08-14,2021,Aug,14,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,163,TRUE,TRUE,FALSE
2021-08-15,2021,Aug,15,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,67,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,133,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,115,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,14:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-08-18,2021,Aug,18,01:00:00,Summer,Midnight,Bronx,Other,Community Based Event,Mobile Unit,160,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,15:00:00,Summer,Afternoon,Queens,Playground,Community Based Event,Mobile Unit,22,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,87,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,18:00:00,Summer,Night,Queens,Playground,Community Based Event,Arts/Culture,12,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,15:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Mobile Unit,48,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,19:15:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,10,TRUE,FALSE,FALSE
2021-08-19,2021,Aug,19,18:45:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,20,TRUE,FALSE,FALSE
2021-08-14,2021,Aug,14,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,16:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,32,TRUE,FALSE,FALSE
2021-08-19,2021,Aug,19,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,7,TRUE,FALSE,FALSE
2021-08-20,2021,Aug,20,04:00:00,Summer,Midnight,Bronx,Park,Agency Produced Event,Arts/Culture,22,FALSE,FALSE,TRUE
2021-08-12,2021,Aug,12,19:00:00,Summer,Night,Bronx,Pool,Community Based Event,Nature,24,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,8,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,00:15:00,Summer,Midnight,Brooklyn,Playground,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,15:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Mobile Unit,29,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,18:40:00,Summer,Night,Staten Island,Pool,Agency Produced Event,Nature,0,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,18:00:00,Summer,Night,Bronx,Playground,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,100,TRUE,TRUE,FALSE
2021-08-15,2021,Aug,15,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,300,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,16:00:00,Summer,Afternoon,Bronx,Pool,Community Based Event,Mobile Unit,12,TRUE,TRUE,FALSE
2021-08-16,2021,Aug,16,00:15:00,Summer,Midnight,Brooklyn,Playground,Community Based Event,Mobile Unit,70,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,01:00:00,Summer,Midnight,Bronx,Playground,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,15:00:00,Summer,Afternoon,Queens,Playground,Local Event,KIM,40,TRUE,FALSE,FALSE
2021-08-14,2021,Aug,14,15:00:00,Summer,Afternoon,Queens,Playground,Local Event,KIM,50,TRUE,FALSE,FALSE
2021-08-20,2021,Aug,20,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,25,TRUE,TRUE,FALSE
2021-08-11,2021,Aug,11,18:45:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,15,TRUE,TRUE,FALSE
2021-08-12,2021,Aug,12,19:00:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,35,TRUE,TRUE,FALSE
2021-08-13,2021,Aug,13,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,19,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,25,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,16:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-07-31,2021,Jul,31,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,49,TRUE,TRUE,FALSE
2021-07-24,2021,Jul,24,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,58,TRUE,TRUE,FALSE
2021-07-17,2021,Jul,17,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,62,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,52,TRUE,TRUE,FALSE
2021-08-14,2021,Aug,14,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,21,TRUE,TRUE,FALSE
2021-07-10,2021,Jul,10,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,55,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,2,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,11,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,00:30:00,Summer,Midnight,Bronx,Other,Community Based Event,Mobile Unit,350,TRUE,TRUE,FALSE
2021-08-07,2021,Aug,7,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,47,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,19:30:00,Summer,Night,Bronx,Playground,Local Event,Arts/Culture,30,TRUE,TRUE,FALSE
2021-08-23,2021,Aug,23,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,2,TRUE,TRUE,FALSE
2021-08-19,2021,Aug,19,00:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,120,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,19:00:00,Summer,Night,Bronx,Playground,Local Event,Arts/Culture,10,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,00:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,155,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,00:00:00,Summer,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,25,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,16:00:00,Summer,Afternoon,Manhattan,Playground,Community Based Event,Performance,35,TRUE,TRUE,FALSE
2021-08-18,2021,Aug,18,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-20,2021,Aug,20,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,00:00:00,Summer,Midnight,Staten Island,Recreation Center,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-08-24,2021,Aug,24,14:00:00,Summer,Afternoon,Bronx,Park,Local Event,Arts/Culture,350,TRUE,TRUE,FALSE
2021-08-24,2021,Aug,24,15:00:00,Summer,Afternoon,Queens,Playground,Community Based Event,Mobile Unit,32,TRUE,TRUE,FALSE
2021-08-24,2021,Aug,24,15:00:00,Summer,Afternoon,Bronx,Pool,Community Based Event,Mobile Unit,8,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,14:00:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-08-24,2021,Aug,24,19:30:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,12,TRUE,TRUE,FALSE
2021-08-24,2021,Aug,24,19:00:00,Summer,Night,Bronx,Other,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,16:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,85,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,15:00:00,Summer,Afternoon,Queens,Other,Community Based Event,Mobile Unit,11,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,18:00:00,Summer,Night,Bronx,Playground,Agency Produced Event,Arts/Culture,12,TRUE,TRUE,FALSE
2021-08-24,2021,Aug,24,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,19:00:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,23,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,150,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,19:15:00,Summer,Night,Manhattan,Pool,Agency Produced Event,Nature,20,TRUE,FALSE,FALSE
2021-08-25,2021,Aug,25,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,136,TRUE,TRUE,FALSE
2021-08-23,2021,Aug,23,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,10,TRUE,TRUE,FALSE
2021-08-23,2021,Aug,23,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-21,2021,Aug,21,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,60,TRUE,TRUE,FALSE
2021-08-22,2021,Aug,22,00:15:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,15:00:00,Summer,Afternoon,Staten Island,Playground,Community Based Event,KIM,250,TRUE,TRUE,FALSE
2021-08-04,2021,Aug,4,16:00:00,Summer,Afternoon,Staten Island,Playground,Community Based Event,Arts/Culture,18,TRUE,FALSE,FALSE
2021-08-03,2021,Aug,3,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Arts/Culture,16,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,00:00:00,Summer,Midnight,Brooklyn,Playground,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-17,2021,Aug,17,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Arts/Culture,11,TRUE,TRUE,FALSE
2021-08-05,2021,Aug,5,16:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Arts/Culture,14,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,16:00:00,Summer,Afternoon,Staten Island,Playground,Community Based Event,Arts/Culture,22,TRUE,FALSE,FALSE
2021-08-11,2021,Aug,11,17:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Arts/Culture,24,TRUE,FALSE,FALSE
2021-08-18,2021,Aug,18,17:00:00,Summer,Afternoon,Staten Island,Recreation Center,Community Based Event,Arts/Culture,28,TRUE,FALSE,FALSE
2021-08-26,2021,Aug,26,19:15:00,Summer,Night,Manhattan,Pool,Community Based Event,Nature,20,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,14:30:00,Summer,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,15,FALSE,FALSE,TRUE
2021-08-27,2021,Aug,27,19:30:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,9,TRUE,FALSE,FALSE
2021-08-26,2021,Aug,26,15:00:00,Summer,Afternoon,Bronx,Park,Community Based Event,Mobile Unit,4,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,12,TRUE,FALSE,FALSE
2021-08-27,2021,Aug,27,18:00:00,Summer,Night,Staten Island,Pool,Agency Produced Event,Nature,17,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,18:00:00,Summer,Night,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,12,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,19:00:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,72,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,14:00:00,Summer,Afternoon,Manhattan,Recreation Center,Community Based Event,Arts/Culture,42,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,18:00:00,Summer,Night,Bronx,Playground,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-08-05,2021,Aug,5,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,8,TRUE,TRUE,FALSE
2021-08-25,2021,Aug,25,04:00:00,Summer,Midnight,Bronx,Playground,Local Event,Arts/Culture,30,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,15:00:00,Summer,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,65,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,19:00:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,21,TRUE,TRUE,FALSE
2021-08-30,2021,Aug,30,18:30:00,Summer,Night,Staten Island,Pool,Agency Produced Event,Nature,12,TRUE,TRUE,FALSE
2021-08-09,2021,Aug,9,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,5,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,22:00:00,Summer,Night,Manhattan,Recreation Center,Community Based Event,Performance,75,TRUE,TRUE,FALSE
2021-08-30,2021,Aug,30,19:00:00,Summer,Night,Brooklyn,Pool,Agency Produced Event,Nature,20,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,00:00:00,Summer,Midnight,Manhattan,Recreation Center,Community Based Event,Mobile Unit,50,TRUE,TRUE,FALSE
2021-08-30,2021,Aug,30,19:00:00,Summer,Night,Queens,Pool,Agency Produced Event,Nature,2,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,00:00:00,Summer,Midnight,Manhattan,Park,Community Based Event,Mobile Unit,160,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,00:00:00,Summer,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-31,2021,Aug,31,19:00:00,Summer,Night,Bronx,Pool,Agency Produced Event,Nature,2,TRUE,FALSE,FALSE
2021-08-28,2021,Aug,28,23:40:00,Summer,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-30,2021,Aug,30,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,80,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-31,2021,Aug,31,15:00:00,Summer,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,28,TRUE,TRUE,FALSE
2021-08-31,2021,Aug,31,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-29,2021,Aug,29,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,00:00:00,Summer,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,45,TRUE,TRUE,FALSE
2021-08-31,2021,Aug,31,15:00:00,Summer,Afternoon,Queens,Park,Community Based Event,Mobile Unit,9,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,00:00:00,Fall,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,10,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,19:00:00,Fall,Night,Bronx,Playground,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-08-26,2021,Aug,26,01:00:00,Summer,Midnight,Bronx,Park,Community Based Event,Mobile Unit,120,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,00:00:00,Summer,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,45,TRUE,TRUE,FALSE
2021-09-02,2021,Sep,2,15:00:00,Fall,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,68,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,19:00:00,Fall,Night,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,14:00:00,Fall,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,0,TRUE,FALSE,FALSE
2021-09-03,2021,Sep,3,15:00:00,Fall,Afternoon,Bronx,Park,Agency Produced Event,Arts/Culture,15,FALSE,FALSE,TRUE
2021-09-04,2021,Sep,4,14:30:00,Fall,Afternoon,Bronx,Playground,Community Based Event,Mobile Unit,145,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,17:00:00,Fall,Afternoon,Bronx,Other,Community Based Event,Mobile Unit,108,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,18:45:00,Fall,Night,Staten Island,Pool,Agency Produced Event,Nature,5,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,19:00:00,Fall,Night,Queens,Pool,Agency Produced Event,Nature,4,TRUE,FALSE,FALSE
2021-08-14,2021,Aug,14,14:00:00,Summer,Afternoon,Staten Island,Park,Community Based Event,Nature,15,TRUE,TRUE,FALSE
2021-08-31,2021,Aug,31,00:30:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,55,TRUE,TRUE,FALSE
2021-08-27,2021,Aug,27,18:00:00,Summer,Night,Bronx,Recreation Center,Agency Produced Event,Nature,50,TRUE,FALSE,FALSE
2021-08-31,2021,Aug,31,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,86,TRUE,TRUE,FALSE
2021-09-04,2021,Sep,4,14:00:00,Fall,Afternoon,Staten Island,Park,Community Based Event,Nature,25,TRUE,TRUE,FALSE
2021-08-30,2021,Aug,30,19:00:00,Summer,Night,Manhattan,Playground,Community Based Event,Arts/Culture,9,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,00:00:00,Fall,Midnight,Queens,Park,Community Based Event,Mobile Unit,135,TRUE,TRUE,FALSE
2021-09-04,2021,Sep,4,00:00:00,Fall,Midnight,Queens,Park,Community Based Event,Mobile Unit,30,TRUE,TRUE,FALSE
2021-09-04,2021,Sep,4,00:00:00,Fall,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,75,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,00:00:00,Fall,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,20,TRUE,TRUE,FALSE
2021-09-05,2021,Sep,5,00:00:00,Fall,Midnight,Queens,Park,Community Based Event,Mobile Unit,65,TRUE,TRUE,FALSE
2021-09-05,2021,Sep,5,00:00:00,Fall,Midnight,Manhattan,Playground,Community Based Event,Mobile Unit,75,TRUE,TRUE,FALSE
2021-08-29,2021,Aug,29,00:00:00,Summer,Midnight,Queens,Park,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-09-02,2021,Sep,2,19:00:00,Fall,Night,Staten Island,Recreation Center,Community Based Event,Arts/Culture,30,TRUE,TRUE,FALSE
2021-09-01,2021,Sep,1,00:00:00,Fall,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,40,TRUE,TRUE,FALSE
2021-09-07,2021,Sep,7,15:00:00,Fall,Afternoon,Staten Island,Park,Agency Produced Event,Arts/Culture,25,TRUE,TRUE,FALSE
2021-09-02,2021,Sep,2,00:00:00,Fall,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-07,2021,Sep,7,15:00:00,Fall,Afternoon,Queens,Park,Community Based Event,Mobile Unit,47,TRUE,TRUE,FALSE
2021-09-03,2021,Sep,3,00:00:00,Fall,Midnight,Brooklyn,Park,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
2021-09-04,2021,Sep,4,00:00:00,Fall,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-09-07,2021,Sep,7,19:00:00,Fall,Night,Bronx,Playground,Community Based Event,Mobile Unit,40,TRUE,TRUE,FALSE
2021-09-05,2021,Sep,5,00:00:00,Fall,Midnight,Staten Island,Park,Community Based Event,Mobile Unit,35,TRUE,TRUE,FALSE
2021-08-28,2021,Aug,28,00:00:00,Summer,Midnight,Bronx,Other,Community Based Event,Mobile Unit,0,TRUE,TRUE,FALSE
